Variável,Valor
x#1#2#11#3#1,0.0
x#1#2#11#3#2,0.0
x#1#2#11#3#3,0.0
x#1#2#11#3#4,0.0
x#1#2#11#4#1,0.0
x#1#2#11#4#2,0.0
x#1#2#11#4#3,0.0
x#1#2#11#4#4,0.0
x#1#2#11#5#1,0.0
x#1#2#11#5#2,0.0
x#1#2#11#5#3,0.0
x#1#2#11#5#4,0.0
x2#3#2#11#1#1,0.0
x2#3#2#11#1#4,0.0
x2#3#2#11#1#3,0.0
x2#3#2#11#1#2,0.0
Q#1#2#11,0.0
I#1#2#11,0.0
x#1#2#12#3#4,0.0
x#1#2#12#3#3,0.0
x#1#2#12#3#2,0.0
x#1#2#12#3#1,0.0
x#1#2#12#4#1,0.0
x#1#2#12#4#2,0.0
x#1#2#12#4#3,0.0
x#1#2#12#4#4,0.0
x#1#2#12#5#1,0.0
x#1#2#12#5#2,0.0
x#1#2#12#5#3,0.0
x#1#2#12#5#4,0.0
x2#3#2#12#1#4,0.0
x2#3#2#12#1#3,0.0
x2#3#2#12#1#2,0.0
x2#3#2#12#1#1,0.0
Q#1#2#12,0.0
I#1#2#12,0.0
x#1#2#13#3#1,0.0
x#1#2#13#3#2,0.0
x#1#2#13#3#3,0.0
x#1#2#13#3#4,0.0
x#1#2#13#4#1,0.0
x#1#2#13#4#2,0.0
x#1#2#13#4#3,0.0
x#1#2#13#4#4,0.0
x#1#2#13#5#1,0.0
x#1#2#13#5#2,0.0
x#1#2#13#5#3,0.0
x#1#2#13#5#4,0.0
x2#3#2#13#1#4,0.0
x2#3#2#13#1#3,0.0
x2#3#2#13#1#2,0.0
x2#3#2#13#1#1,0.0
Q#1#2#13,0.0
I#1#2#13,0.0
x#1#2#14#4#1,0.0
x#1#2#14#4#2,0.0
x#1#2#14#4#3,0.0
x#1#2#14#4#4,0.0
x#1#2#14#5#1,0.0
x#1#2#14#5#2,0.0
x#1#2#14#5#3,0.0
x#1#2#14#5#4,0.0
x#1#2#14#3#2,0.0
x#1#2#14#3#1,0.0
x#1#2#14#3#4,0.0
x#1#2#14#3#3,0.0
x2#3#2#14#1#4,0.0
x2#3#2#14#1#3,0.0
x2#3#2#14#1#2,0.0
x2#3#2#14#1#1,0.0
Q#1#2#14,0.0
I#1#2#14,0.0
x#1#2#15#5#4,0.0
x#1#2#15#5#3,0.0
x#1#2#15#3#4,0.0
x#1#2#15#4#1,0.0
x#1#2#15#5#2,0.0
x#1#2#15#3#2,0.0
x#1#2#15#3#3,0.0
x#1#2#15#5#1,0.0
x#1#2#15#4#4,0.0
x#1#2#15#4#3,0.0
x#1#2#15#4#2,0.0
x#1#2#15#3#1,0.0
x2#3#2#15#1#4,0.0
x2#3#2#15#1#3,0.0
x2#3#2#15#1#2,0.0
x2#3#2#15#1#1,0.0
Q#1#2#15,0.0
I#1#2#15,0.0
x#1#2#16#5#2,0.0
x#1#2#16#5#4,0.0
x#1#2#16#5#3,0.0
x#1#2#16#3#1,0.0
x#1#2#16#3#2,0.0
x#1#2#16#3#3,0.0
x#1#2#16#3#4,0.0
x#1#2#16#4#1,0.0
x#1#2#16#4#2,0.0
x#1#2#16#4#3,0.0
x#1#2#16#4#4,0.0
x#1#2#16#5#1,0.0
x2#3#2#16#1#4,0.0
x2#3#2#16#1#3,0.0
x2#3#2#16#1#2,0.0
x2#3#2#16#1#1,0.0
Q#1#2#16,0.0
I#1#2#16,0.0
x#1#2#17#5#4,0.0
x#1#2#17#5#3,0.0
x#1#2#17#5#2,0.0
x#1#2#17#5#1,0.0
x#1#2#17#4#4,0.0
x#1#2#17#4#3,0.0
x#1#2#17#4#2,0.0
x#1#2#17#4#1,0.0
x#1#2#17#3#4,0.0
x#1#2#17#3#3,0.0
x#1#2#17#3#2,0.0
x#1#2#17#3#1,0.0
x2#3#2#17#1#4,0.0
x2#3#2#17#1#3,0.0
x2#3#2#17#1#2,0.0
x2#3#2#17#1#1,0.0
Q#1#2#17,0.0
I#1#2#17,0.0
x#1#2#18#4#1,0.0
x#1#2#18#3#4,0.0
x#1#2#18#3#3,0.0
x#1#2#18#3#2,0.0
x#1#2#18#3#1,0.0
x#1#2#18#4#2,0.0
x#1#2#18#4#3,0.0
x#1#2#18#4#4,0.0
x#1#2#18#5#1,0.0
x#1#2#18#5#2,0.0
x#1#2#18#5#3,0.0
x#1#2#18#5#4,0.0
x2#3#2#18#1#4,0.0
x2#3#2#18#1#3,0.0
x2#3#2#18#1#2,0.0
x2#3#2#18#1#1,0.0
Q#1#2#18,0.0
I#1#2#18,0.0
x#1#2#19#3#2,0.0
x#1#2#19#3#3,0.0
x#1#2#19#3#4,0.0
x#1#2#19#4#1,0.0
x#1#2#19#4#2,0.0
x#1#2#19#4#3,0.0
x#1#2#19#4#4,0.0
x#1#2#19#5#1,0.0
x#1#2#19#5#2,0.0
x#1#2#19#5#3,0.0
x#1#2#19#5#4,0.0
x#1#2#19#3#1,0.0
x2#3#2#19#1#4,0.0
x2#3#2#19#1#3,0.0
x2#3#2#19#1#2,0.0
x2#3#2#19#1#1,0.0
Q#1#2#19,0.0
I#1#2#19,0.0
x#1#2#20#3#1,0.0
x#1#2#20#3#2,0.0
x#1#2#20#3#3,0.0
x#1#2#20#3#4,0.0
x#1#2#20#4#1,0.0
x#1#2#20#4#2,0.0
x#1#2#20#4#3,0.0
x#1#2#20#4#4,0.0
x#1#2#20#5#1,0.0
x#1#2#20#5#2,0.0
x#1#2#20#5#3,0.0
x#1#2#20#5#4,0.0
x2#3#2#20#1#4,0.0
x2#3#2#20#1#3,0.0
x2#3#2#20#1#2,0.0
x2#3#2#20#1#1,0.0
Q#1#2#20,0.0
I#1#2#20,0.0
x#1#2#21#3#1,0.0
x#1#2#21#5#4,0.0
x#1#2#21#5#3,0.0
x#1#2#21#5#2,0.0
x#1#2#21#5#1,0.0
x#1#2#21#4#4,0.0
x#1#2#21#4#3,0.0
x#1#2#21#4#2,0.0
x#1#2#21#4#1,0.0
x#1#2#21#3#4,0.0
x#1#2#21#3#3,0.0
x#1#2#21#3#2,0.0
x2#3#2#21#1#4,0.0
x2#3#2#21#1#3,0.0
x2#3#2#21#1#2,0.0
x2#3#2#21#1#1,0.0
Q#1#2#21,0.0
I#1#2#21,0.0
x#1#2#22#5#4,0.0
x#1#2#22#5#2,0.0
x#1#2#22#5#1,0.0
x#1#2#22#4#4,0.0
x#1#2#22#4#3,0.0
x#1#2#22#4#2,0.0
x#1#2#22#4#1,0.0
x#1#2#22#3#4,0.0
x#1#2#22#3#3,0.0
x#1#2#22#3#2,0.0
x#1#2#22#3#1,0.0
x#1#2#22#5#3,0.0
x2#3#2#22#1#4,0.0
x2#3#2#22#1#3,0.0
x2#3#2#22#1#2,0.0
x2#3#2#22#1#1,0.0
Q#1#2#22,0.0
I#1#2#22,0.0
x#1#2#23#3#2,0.0
x#1#2#23#3#3,0.0
x#1#2#23#3#4,0.0
x#1#2#23#4#1,0.0
x#1#2#23#4#2,0.0
x#1#2#23#4#3,0.0
x#1#2#23#4#4,0.0
x#1#2#23#5#1,0.0
x#1#2#23#5#2,8460.0
x#1#2#23#5#3,0.0
x#1#2#23#5#4,12960.0
x#1#2#23#3#1,0.0
x2#3#2#23#1#4,0.0
x2#3#2#23#1#3,0.0
x2#3#2#23#1#2,0.0
x2#3#2#23#1#1,0.0
Q#1#2#23,21420.0
I#1#2#23,0.0
x#1#2#24#5#4,0.0
x#1#2#24#5#3,0.0
x#1#2#24#5#2,0.0
x#1#2#24#5#1,19580.0
x#1#2#24#4#4,0.0
x#1#2#24#4#3,0.0
x#1#2#24#4#2,0.0
x#1#2#24#4#1,0.0
x#1#2#24#3#4,0.0
x#1#2#24#3#3,0.0
x#1#2#24#3#2,0.0
x#1#2#24#3#1,0.0
x2#3#2#24#1#4,0.0
x2#3#2#24#1#3,18900.000000000004
x2#3#2#24#1#2,0.0
x2#3#2#24#1#1,0.0
Q#1#2#24,679.9999999999964
I#1#2#24,0.0
x#1#2#25#4#4,0.0
x#1#2#25#3#1,0.0
x#1#2#25#3#2,0.0
x#1#2#25#3#3,0.0
x#1#2#25#3#4,0.0
x#1#2#25#4#1,0.0
x#1#2#25#4#2,0.0
x#1#2#25#4#3,0.0
x#1#2#25#5#4,0.0
x#1#2#25#5#3,0.0
x#1#2#25#5#2,0.0
x#1#2#25#5#1,0.0
x2#3#2#25#1#4,0.0
x2#3#2#25#1#3,0.0
x2#3#2#25#1#2,0.0
x2#3#2#25#1#1,0.0
Q#1#2#25,0.0
I#1#2#25,0.0
x#1#2#26#5#4,0.0
x#1#2#26#5#3,0.0
x#1#2#26#5#2,0.0
x#1#2#26#5#1,0.0
x#1#2#26#4#4,0.0
x#1#2#26#4#3,0.0
x#1#2#26#4#2,0.0
x#1#2#26#4#1,0.0
x#1#2#26#3#4,0.0
x#1#2#26#3#3,0.0
x#1#2#26#3#2,0.0
x#1#2#26#3#1,0.0
x2#3#2#26#1#4,0.0
x2#3#2#26#1#3,0.0
x2#3#2#26#1#2,0.0
x2#3#2#26#1#1,0.0
Q#1#2#26,0.0
I#1#2#26,0.0
x#1#2#27#4#1,0.0
x#1#2#27#4#2,0.0
x#1#2#27#4#3,0.0
x#1#2#27#4#4,0.0
x#1#2#27#5#1,0.0
x#1#2#27#5#2,0.0
x#1#2#27#5#3,0.0
x#1#2#27#5#4,0.0
x#1#2#27#3#3,0.0
x#1#2#27#3#2,0.0
x#1#2#27#3#1,0.0
x#1#2#27#3#4,0.0
x2#3#2#27#1#4,0.0
x2#3#2#27#1#3,0.0
x2#3#2#27#1#2,0.0
x2#3#2#27#1#1,0.0
Q#1#2#27,0.0
I#1#2#27,0.0
x#1#2#28#5#4,0.0
x#1#2#28#5#3,0.0
x#1#2#28#5#2,0.0
x#1#2#28#5#1,0.0
x#1#2#28#4#4,0.0
x#1#2#28#4#3,0.0
x#1#2#28#4#2,0.0
x#1#2#28#4#1,0.0
x#1#2#28#3#4,0.0
x#1#2#28#3#3,0.0
x#1#2#28#3#2,0.0
x#1#2#28#3#1,0.0
x2#3#2#28#1#4,0.0
x2#3#2#28#1#3,0.0
x2#3#2#28#1#2,0.0
x2#3#2#28#1#1,0.0
Q#1#2#28,0.0
I#1#2#28,0.0
x#1#2#29#5#1,0.0
x#1#2#29#3#1,0.0
x#1#2#29#3#2,0.0
x#1#2#29#3#3,0.0
x#1#2#29#3#4,0.0
x#1#2#29#5#4,0.0
x#1#2#29#5#3,0.0
x#1#2#29#5#2,0.0
x#1#2#29#4#1,0.0
x#1#2#29#4#2,0.0
x#1#2#29#4#3,0.0
x#1#2#29#4#4,0.0
x2#3#2#29#1#4,0.0
x2#3#2#29#1#3,0.0
x2#3#2#29#1#2,0.0
x2#3#2#29#1#1,0.0
Q#1#2#29,0.0
I#1#2#29,0.0
x#1#2#30#3#1,0.0
x#1#2#30#3#2,0.0
x#1#2#30#3#3,0.0
x#1#2#30#3#4,0.0
x#1#2#30#4#1,0.0
x#1#2#30#4#2,0.0
x#1#2#30#4#3,0.0
x#1#2#30#4#4,0.0
x#1#2#30#5#1,0.0
x#1#2#30#5#2,0.0
x#1#2#30#5#3,0.0
x#1#2#30#5#4,0.0
x2#3#2#30#1#4,0.0
x2#3#2#30#1#3,0.0
x2#3#2#30#1#2,0.0
x2#3#2#30#1#1,0.0
Q#1#2#30,0.0
I#1#2#30,0.0
x#1#3#1#5#7,0.0
x#1#3#1#5#6,0.0
x#1#3#1#4#7,0.0
x#1#3#1#4#6,0.0
x#1#3#1#3#7,0.0
x#1#3#1#3#6,0.0
Q#1#3#1,0.0
I#1#3#0,1000.0
I#1#3#1,1000.0
x#1#3#2#3#6,0.0
x#1#3#2#3#7,0.0
x#1#3#2#4#6,0.0
x#1#3#2#4#7,0.0
x#1#3#2#5#6,0.0
x#1#3#2#5#7,0.0
Q#1#3#2,0.0
I#1#3#2,1000.0
x#1#3#3#5#7,0.0
x#1#3#3#5#6,0.0
x#1#3#3#4#7,0.0
x#1#3#3#4#6,0.0
x#1#3#3#3#7,0.0
x#1#3#3#3#6,0.0
Q#1#3#3,0.0
I#1#3#3,1000.0
x#1#3#4#5#7,0.0
x#1#3#4#5#6,0.0
x#1#3#4#3#6,0.0
x#1#3#4#3#7,0.0
x#1#3#4#4#6,1000.0
x#1#3#4#4#7,0.0
Q#1#3#4,0.0
I#1#3#4,0.0
x#1#3#5#5#7,0.0
x#1#3#5#5#6,0.0
x#1#3#5#4#7,0.0
x#1#3#5#4#6,0.0
x#1#3#5#3#7,0.0
x#1#3#5#3#6,0.0
Q#1#3#5,0.0
I#1#3#5,0.0
x#1#3#6#5#7,0.0
x#1#3#6#5#6,-6.548361852765083e-11
x#1#3#6#4#7,0.0
x#1#3#6#4#6,1999.999999999971
x#1#3#6#3#7,0.0
x#1#3#6#3#6,0.0
Q#1#3#6,1999.9999999999054
I#1#3#6,0.0
x#1#3#7#5#7,0.0
x#1#3#7#5#6,0.0
x#1#3#7#4#7,0.0
x#1#3#7#3#7,0.0
x#1#3#7#3#6,0.0
x#1#3#7#4#6,0.0
Q#1#3#7,-0.0
I#1#3#7,0.0
x#1#3#8#5#7,0.0
x#1#3#8#5#6,0.0
x#1#3#8#4#7,0.0
x#1#3#8#4#6,0.0
x#1#3#8#3#7,0.0
x#1#3#8#3#6,0.0
Q#1#3#8,0.0
I#1#3#8,0.0
x#1#3#9#4#6,0.0
x#1#3#9#3#6,0.0
x#1#3#9#3#7,0.0
x#1#3#9#4#7,0.0
x#1#3#9#5#6,0.0
x#1#3#9#5#7,0.0
Q#1#3#9,0.0
I#1#3#9,0.0
x#1#3#10#5#7,0.0
x#1#3#10#5#6,0.0
x#1#3#10#4#7,0.0
x#1#3#10#4#6,0.0
x#1#3#10#3#7,0.0
x#1#3#10#3#6,0.0
Q#1#3#10,0.0
I#1#3#10,0.0
x#1#3#11#3#6,0.0
x#1#3#11#3#7,0.0
x#1#3#11#4#6,0.0
x#1#3#11#4#7,0.0
x#1#3#11#5#6,0.0
x#1#3#11#5#7,0.0
Q#1#3#11,0.0
I#1#3#11,0.0
x#1#3#12#5#7,0.0
x#1#3#12#5#6,0.0
x#1#3#12#4#7,0.0
x#1#3#12#4#6,0.0
x#1#3#12#3#7,0.0
x#1#3#12#3#6,0.0
Q#1#3#12,0.0
I#1#3#12,0.0
x#1#3#13#3#6,0.0
x#1#3#13#3#7,0.0
x#1#3#13#4#6,0.0
x#1#3#13#4#7,0.0
x#1#3#13#5#6,0.0
x#1#3#13#5#7,0.0
Q#1#3#13,0.0
I#1#3#13,0.0
x#1#3#14#3#6,0.0
x#1#3#14#3#7,0.0
x#1#3#14#4#6,0.0
x#1#3#14#4#7,0.0
x#1#3#14#5#6,0.0
x#1#3#14#5#7,0.0
Q#1#3#14,0.0
I#1#3#14,0.0
x#1#3#15#5#7,0.0
x#1#3#15#5#6,0.0
x#1#3#15#4#7,0.0
x#1#3#15#4#6,0.0
x#1#3#15#3#7,0.0
x#1#3#15#3#6,0.0
Q#1#3#15,0.0
I#1#3#15,0.0
x#1#3#16#5#7,0.0
x#1#3#16#5#6,0.0
x#1#3#16#4#7,0.0
x#1#3#16#4#6,0.0
x#1#3#16#3#7,0.0
x#1#3#16#3#6,0.0
Q#1#3#16,0.0
I#1#3#16,0.0
x#1#3#17#4#7,0.0
x#1#3#17#3#6,0.0
x#1#3#17#3#7,0.0
x#1#3#17#4#6,0.0
x#1#3#17#5#7,0.0
x#1#3#17#5#6,0.0
Q#1#3#17,0.0
I#1#3#17,0.0
x#1#3#18#3#6,0.0
x#1#3#18#3#7,0.0
x#1#3#18#4#6,0.0
x#1#3#18#4#7,0.0
x#1#3#18#5#6,0.0
x#1#3#18#5#7,0.0
Q#1#3#18,0.0
I#1#3#18,0.0
x#1#3#19#5#7,0.0
x#1#3#19#5#6,0.0
x#1#3#19#4#7,0.0
x#1#3#19#4#6,0.0
x#1#3#19#3#7,0.0
x#1#3#19#3#6,0.0
Q#1#3#19,0.0
I#1#3#19,0.0
x#1#3#20#3#6,0.0
x#1#3#20#3#7,0.0
x#1#3#20#4#6,0.0
x#1#3#20#4#7,0.0
x#1#3#20#5#6,0.0
x#1#3#20#5#7,0.0
Q#1#3#20,0.0
I#1#3#20,0.0
x#1#3#21#3#6,0.0
x#1#3#21#3#7,0.0
x#1#3#21#4#6,0.0
x#1#3#21#4#7,0.0
x#1#3#21#5#6,0.0
x#1#3#21#5#7,0.0
Q#1#3#21,0.0
I#1#3#21,0.0
x#1#3#22#3#7,0.0
x#1#3#22#3#6,0.0
x#1#3#22#4#6,0.0
x#1#3#22#5#7,0.0
x#1#3#22#5#6,0.0
x#1#3#22#4#7,0.0
Q#1#3#22,0.0
I#1#3#22,0.0
x#1#3#23#3#6,0.0
x#1#3#23#3#7,0.0
x#1#3#23#4#6,0.0
x#1#3#23#4#7,0.0
x#1#3#23#5#6,0.0
x#1#3#23#5#7,0.0
Q#1#3#23,0.0
I#1#3#23,0.0
x#1#3#24#4#7,0.0
x#1#3#24#5#6,0.0
x#1#3#24#5#7,0.0
x#1#3#24#4#6,0.0
x#1#3#24#3#7,0.0
x#1#3#24#3#6,0.0
Q#1#3#24,0.0
I#1#3#24,0.0
x#1#3#25#5#7,0.0
x#1#3#25#5#6,0.0
x#1#3#25#4#7,0.0
x#1#3#25#4#6,0.0
x#1#3#25#3#7,0.0
x#1#3#25#3#6,0.0
Q#1#3#25,0.0
I#1#3#25,0.0
x#1#3#26#5#7,0.0
x#1#3#26#5#6,0.0
x#1#3#26#4#7,0.0
x#1#3#26#4#6,0.0
x#1#3#26#3#7,0.0
x#1#3#26#3#6,0.0
Q#1#3#26,0.0
I#1#3#26,0.0
x#1#3#27#3#6,0.0
x#1#3#27#3#7,0.0
x#1#3#27#4#6,0.0
x#1#3#27#4#7,0.0
x#1#3#27#5#6,0.0
x#1#3#27#5#7,0.0
Q#1#3#27,0.0
I#1#3#27,0.0
x#1#3#28#5#7,0.0
x#1#3#28#3#6,0.0
x#1#3#28#3#7,0.0
x#1#3#28#4#6,0.0
x#1#3#28#4#7,0.0
x#1#3#28#5#6,0.0
Q#1#3#28,0.0
I#1#3#28,0.0
x#1#3#29#3#6,0.0
x#1#3#29#3#7,0.0
x#1#3#29#4#6,0.0
x#1#3#29#4#7,0.0
x#1#3#29#5#6,0.0
x#1#3#29#5#7,0.0
Q#1#3#29,0.0
I#1#3#29,0.0
x#1#3#30#3#6,0.0
x#1#3#30#3#7,0.0
x#1#3#30#4#6,0.0
x#1#3#30#4#7,0.0
x#1#3#30#5#6,0.0
x#1#3#30#5#7,0.0
Q#1#3#30,0.0
I#1#3#30,0.0
x#2#5#1#5#5,1000.0
Q#2#5#1,0.0
I#2#5#0,1000.0
I#2#5#1,0.0
x#2#5#2#5#5,0.0
Q#2#5#2,0.0
I#2#5#2,0.0
x#2#5#3#5#5,0.0
Q#2#5#3,0.0
I#2#5#3,0.0
x#2#5#4#5#5,0.0
Q#2#5#4,0.0
I#2#5#4,0.0
x#2#5#5#5#5,0.0
Q#2#5#5,0.0
I#2#5#5,0.0
x#2#5#6#5#5,0.0
Q#2#5#6,0.0
I#2#5#6,0.0
x#2#5#7#5#5,0.0
Q#2#5#7,0.0
I#2#5#7,0.0
x#2#5#8#5#5,0.0
Q#2#5#8,17192.0
I#2#5#8,17192.0
x#2#5#9#5#5,17192.0
Q#2#5#9,0.0
I#2#5#9,0.0
x#2#5#10#5#5,0.0
Q#2#5#10,-0.0
I#2#5#10,0.0
x#2#5#11#5#5,0.0
Q#2#5#11,0.0
I#2#5#11,0.0
x#2#5#12#5#5,0.0
Q#2#5#12,0.0
I#2#5#12,0.0
x#2#5#13#5#5,0.0
Q#2#5#13,0.0
I#2#5#13,0.0
x#2#5#14#5#5,0.0
Q#2#5#14,0.0
I#2#5#14,0.0
x#2#5#15#5#5,0.0
Q#2#5#15,0.0
I#2#5#15,0.0
x#2#5#16#5#5,0.0
Q#2#5#16,0.0
I#2#5#16,0.0
x#2#5#17#5#5,0.0
Q#2#5#17,0.0
I#2#5#17,0.0
x#2#5#18#5#5,0.0
Q#2#5#18,0.0
I#2#5#18,0.0
x#2#5#19#5#5,16808.0
Q#2#5#19,16808.0
I#2#5#19,0.0
x#2#5#20#5#5,0.0
Q#2#5#20,0.0
I#2#5#20,0.0
x#2#5#21#5#5,0.0
Q#2#5#21,0.0
I#2#5#21,0.0
x#2#5#22#5#5,0.0
Q#2#5#22,0.0
I#2#5#22,0.0
x#2#5#23#5#5,0.0
Q#2#5#23,0.0
I#2#5#23,0.0
x#2#5#24#5#5,0.0
Q#2#5#24,0.0
I#2#5#24,0.0
x#2#5#25#5#5,0.0
Q#2#5#25,0.0
I#2#5#25,0.0
x#2#5#26#5#5,0.0
Q#2#5#26,0.0
I#2#5#26,0.0
x#2#5#27#5#5,0.0
Q#2#5#27,0.0
I#2#5#27,0.0
x#2#5#28#5#5,0.0
Q#2#5#28,0.0
I#2#5#28,0.0
x#2#5#29#5#5,0.0
Q#2#5#29,0.0
I#2#5#29,0.0
x#2#5#30#5#5,0.0
Q#2#5#30,0.0
I#2#5#30,0.0
yd#3#1#2#1,0.0
x#3#1#1#1#4,0.0
x#3#1#1#5#1,0.0
x#3#1#1#5#2,0.0
x#3#1#1#5#4,0.0
x#3#1#1#1#1,0.0
x#3#1#1#1#2,0.0
x#3#1#1#1#3,0.0
x#3#1#1#5#3,0.0
x2#1#1#1#3#4,0.0
x2#1#1#1#3#3,0.0
x2#1#1#1#3#2,0.0
x2#1#1#1#3#1,0.0
Q#3#1#1,0.0
I#3#1#0,1000.0
I#3#1#1,1000.0
yd#3#1#2#2,1000.0
x#3#1#2#1#4,0.0
x#3#1#2#1#3,0.0
x#3#1#2#1#2,0.0
x#3#1#2#1#1,0.0
x#3#1#2#5#4,0.0
x#3#1#2#5#3,0.0
x#3#1#2#5#2,0.0
x#3#1#2#5#1,0.0
x2#1#1#2#3#4,0.0
x2#1#1#2#3#3,0.0
x2#1#1#2#3#2,0.0
x2#1#1#2#3#1,0.0
Q#3#1#2,0.0
I#3#1#2,0.0
yd#3#1#2#3,0.0
x#3#1#3#5#1,0.0
x#3#1#3#5#2,0.0
x#3#1#3#5#3,0.0
x#3#1#3#5#4,0.0
x#3#1#3#1#1,0.0
x#3#1#3#1#2,0.0
x#3#1#3#1#3,0.0
x#3#1#3#1#4,0.0
x2#1#1#3#3#4,0.0
x2#1#1#3#3#3,0.0
x2#1#1#3#3#2,0.0
x2#1#1#3#3#1,0.0
Q#3#1#3,0.0
I#3#1#3,0.0
yd#3#1#2#4,0.0
x#3#1#4#5#4,0.0
x#3#1#4#5#3,0.0
x#3#1#4#5#2,0.0
x#3#1#4#5#1,0.0
x#3#1#4#1#1,0.0
x#3#1#4#1#2,0.0
x#3#1#4#1#3,0.0
x#3#1#4#1#4,0.0
x2#1#1#4#3#4,0.0
x2#1#1#4#3#3,0.0
x2#1#1#4#3#2,0.0
x2#1#1#4#3#1,0.0
Q#3#1#4,0.0
I#3#1#4,0.0
yd#3#1#2#5,0.0
x#3#1#5#1#4,0.0
x#3#1#5#1#3,0.0
x#3#1#5#1#2,0.0
x#3#1#5#1#1,0.0
x#3#1#5#5#4,0.0
x#3#1#5#5#3,0.0
x#3#1#5#5#2,0.0
x#3#1#5#5#1,0.0
x2#1#1#5#3#4,0.0
x2#1#1#5#3#3,0.0
x2#1#1#5#3#2,0.0
x2#1#1#5#3#1,0.0
Q#3#1#5,0.0
I#3#1#5,0.0
yd#3#1#2#6,0.0
x#3#1#6#5#1,0.0
x#3#1#6#5#2,0.0
x#3#1#6#5#3,0.0
x#3#1#6#5#4,0.0
x#3#1#6#1#1,0.0
x#3#1#6#1#2,0.0
x#3#1#6#1#3,0.0
x#3#1#6#1#4,0.0
x2#1#1#6#3#4,0.0
x2#1#1#6#3#3,0.0
x2#1#1#6#3#2,0.0
x2#1#1#6#3#1,0.0
Q#3#1#6,0.0
I#3#1#6,0.0
yd#3#1#2#7,0.0
x#3#1#7#5#1,0.0
x#3#1#7#5#2,0.0
x#3#1#7#5#3,0.0
x#3#1#7#5#4,0.0
x#3#1#7#1#1,0.0
x#3#1#7#1#2,0.0
x#3#1#7#1#3,0.0
x#3#1#7#1#4,0.0
x2#1#1#7#3#4,0.0
x2#1#1#7#3#3,0.0
x2#1#1#7#3#2,0.0
x2#1#1#7#3#1,0.0
Q#3#1#7,0.0
I#3#1#7,0.0
yd#3#1#2#8,0.0
x#3#1#8#1#4,0.0
x#3#1#8#1#3,0.0
x#3#1#8#1#2,0.0
x#3#1#8#1#1,0.0
x#3#1#8#5#4,0.0
x#3#1#8#5#3,0.0
x#3#1#8#5#2,0.0
x#3#1#8#5#1,0.0
x2#1#1#8#3#4,0.0
x2#1#1#8#3#3,0.0
x2#1#1#8#3#2,0.0
x2#1#1#8#3#1,0.0
Q#3#1#8,0.0
I#3#1#8,0.0
yd#3#1#2#9,0.0
x#3#1#9#1#4,0.0
x#3#1#9#1#3,0.0
x#3#1#9#1#2,0.0
x#3#1#9#1#1,0.0
x#3#1#9#5#4,0.0
x#3#1#9#5#3,0.0
x#3#1#9#5#2,0.0
x#3#1#9#5#1,0.0
x2#1#1#9#3#4,0.0
x2#1#1#9#3#3,0.0
x2#1#1#9#3#2,0.0
x2#1#1#9#3#1,0.0
Q#3#1#9,0.0
I#3#1#9,0.0
yd#3#1#2#10,0.0
x#3#1#10#1#4,0.0
x#3#1#10#1#3,0.0
x#3#1#10#1#2,0.0
x#3#1#10#1#1,0.0
x#3#1#10#5#4,0.0
x#3#1#10#5#3,0.0
x#3#1#10#5#2,0.0
x#3#1#10#5#1,0.0
x2#1#1#10#3#4,0.0
x2#1#1#10#3#3,0.0
x2#1#1#10#3#2,0.0
x2#1#1#10#3#1,0.0
Q#3#1#10,0.0
I#3#1#10,0.0
yd#3#1#2#11,0.0
x#3#1#11#5#1,0.0
x#3#1#11#5#2,0.0
x#3#1#11#5#3,0.0
x#3#1#11#5#4,0.0
x#3#1#11#1#1,0.0
x#3#1#11#1#2,0.0
x#3#1#11#1#3,0.0
x#3#1#11#1#4,0.0
x2#1#1#11#3#4,0.0
x2#1#1#11#3#3,0.0
x2#1#1#11#3#2,0.0
x2#1#1#11#3#1,0.0
Q#3#1#11,0.0
I#3#1#11,0.0
yd#3#1#2#12,0.0
x#3#1#12#1#4,0.0
x#3#1#12#1#3,0.0
x#3#1#12#1#2,0.0
x#3#1#12#1#1,0.0
x#3#1#12#5#4,0.0
x#3#1#12#5#3,0.0
x#3#1#12#5#2,0.0
x#3#1#12#5#1,0.0
x2#1#1#12#3#4,0.0
x2#1#1#12#3#3,0.0
x2#1#1#12#3#2,0.0
x2#1#1#12#3#1,0.0
Q#3#1#12,0.0
I#3#1#12,0.0
yd#3#1#2#13,0.0
x#3#1#13#5#4,0.0
x#3#1#13#5#1,0.0
x#3#1#13#1#4,0.0
x#3#1#13#1#3,0.0
x#3#1#13#1#2,0.0
x#3#1#13#1#1,0.0
x#3#1#13#5#2,0.0
x#3#1#13#5#3,0.0
x2#1#1#13#3#4,0.0
x2#1#1#13#3#3,0.0
x2#1#1#13#3#2,0.0
x2#1#1#13#3#1,0.0
Q#3#1#13,0.0
I#3#1#13,0.0
yd#3#1#2#14,0.0
x#3#1#14#5#1,0.0
x#3#1#14#5#2,0.0
x#3#1#14#5#3,0.0
x#3#1#14#5#4,0.0
x#3#1#14#1#1,0.0
x#3#1#14#1#2,0.0
x#3#1#14#1#3,0.0
x#3#1#14#1#4,0.0
x2#1#1#14#3#4,0.0
x2#1#1#14#3#3,0.0
x2#1#1#14#3#2,0.0
x2#1#1#14#3#1,0.0
Q#3#1#14,0.0
I#3#1#14,0.0
yd#3#1#2#15,0.0
x#3#1#15#1#1,0.0
